cpower1,cspeed1,c1 LED,c1 VED,cpower2,cspeed2,c2 LED,c2 VED,angle,eta_SID,rho_s_SID,sig_s_SID,Sa,Sq,Ssk,Sku,sigma_s_rho,Sdq,Sdr
0,4000,0,0,35,2500,0.014,0.35,5,0.0836,0.7745,36.0809,29.4065,36.4912,0.2191,2.6941,46.58605552,71.252,269.207
0,4000,0,0,35,2500,0.014,0.35,10,0.0653,0.6954,42.6895,36.4891,46.5175,0.6923,3.6073,61.38840955,77.473,542.325
0,4000,0,0,35,2500,0.014,0.35,15,0.0745,0.5603,48.9923,39.8801,53.1852,1.2675,6.3461,87.43940746,80.449,1009.741
0,4000,0,0,35,2500,0.014,0.35,20,0.068,0.6719,33.3567,27.1435,34.7066,0.5894,3.6866,49.64533413,74.734,401.574
0,4000,0,0,35,2500,0.014,0.35,25,0.0699,0.5564,38.4793,31.4698,40.6161,0.4557,3.4875,69.15762042,78.255,694.067
0,4000,0,0,35,2500,0.014,0.35,30,0.0674,0.5259,38.2112,30.5023,37.9432,0.426,2.9017,72.65868036,79.109,806.944
0,4000,0,0,35,2500,0.014,0.35,35,0.0661,0.5543,36.0104,29.3308,38.1251,0.5849,3.9359,64.96554213,79.107,798.94
0,4000,0,0,35,2500,0.014,0.35,40,0.0741,0.4796,35.3356,28.0167,35.5534,0.626,4.1773,73.67723103,80.211,1000.184
0,4000,0,0,35,2500,0.014,0.35,45,0.0697,0.5246,35.7682,29.2528,36.1278,0.3158,3.0221,68.18185284,78.973,793.522
0,4000,0,0,35,2500,0.014,0.35,50,0.0619,0.6177,37.8391,29.6622,38.0492,0.2886,3.3731,61.25805407,76.613,542.442
0,4000,0,0,35,2500,0.014,0.35,55,0.0666,0.6344,33.8486,27.3374,34.4378,0.154,3.0882,53.35529634,75.438,460.833
0,4000,0,0,35,2500,0.014,0.35,60,0.0638,0.6327,32.1987,26.199,32.6661,0.1605,3.1794,50.89094358,75.717,481.853
0,4000,0,0,35,2500,0.014,0.35,65,0.0665,0.5925,29.4032,23.856,30.1447,-0.0776,3.3293,49.62565401,78.203,691.35
0,4000,0,0,35,2500,0.014,0.35,70,0.0595,0.6218,31.3393,24.764,30.5701,0.3158,2.8134,50.40093278,75.72,481.88
0,4000,0,0,35,2500,0.014,0.35,75,0.0625,0.6198,26.4056,20.8477,26.7579,0.4302,3.5941,42.60342046,75.054,444.168
0,4000,0,0,35,2500,0.014,0.35,80,0.0615,0.5735,30.0679,22.6205,29.9917,0.568,4.8012,52.42877071,77.084,589.491
0,4000,0,0,35,2500,0.014,0.35,85,0.0635,0.5778,26.6939,20.5982,26.9468,0.396,4.438,46.19920388,77.12,594.337
0,4000,0,0,35,2500,0.014,0.35,90,0.0621,0.6062,24.3114,18.775,24.5374,-0.03,3.7291,40.10458595,75.58,479.191
0,4000,0,0,35,1666.666667,0.021,0.525,0,0.101,0.9355,29.7992,24.1482,32.9987,1.5678,5.7049,31.85376804,67.273,184.088
0,4000,0,0,35,1666.666667,0.021,0.525,5,0.0949,0.7978,41.6475,32.7952,42.6095,0.3267,3.1546,52.20293307,72.875,327.884
0,4000,0,0,35,1666.666667,0.021,0.525,10,0.0729,0.6899,38.1882,29.926,40.8435,1.2042,6.7242,55.3532396,76.509,523.304
0,4000,0,0,35,1666.666667,0.021,0.525,15,0.0689,0.6818,38.8024,32.3218,41.8167,0.6919,4.0565,56.91170431,77.239,581.84
0,4000,0,0,35,1666.666667,0.021,0.525,20,0.0689,0.6193,42.8783,34.7898,45.6605,0.8813,4.7444,69.23671888,78.876,719.232
0,4000,0,0,35,1666.666667,0.021,0.525,25,0.0647,0.5526,43.17,33.7869,44.2264,0.5347,4.7887,78.12160695,79.35,836.887
0,4000,0,0,35,1666.666667,0.021,0.525,30,0.0594,0.6276,43.5443,35.8392,44.3987,0.5658,3.1944,69.38224984,78.418,699.403
0,4000,0,0,35,1666.666667,0.021,0.525,35,0.0573,0.5846,45.8397,36.1977,46.2499,0.4526,3.4768,78.41207663,78.766,752.501
0,4000,0,0,35,1666.666667,0.021,0.525,40,0.0634,0.5735,36.6919,28.3387,36.4929,0.3077,3.5363,63.97890148,79.686,914.971
0,4000,0,0,35,1666.666667,0.021,0.525,45,0.0659,0.5756,34.829,27.3681,34.2214,0.2098,3.2494,60.50903405,77.948,677.624
0,4000,0,0,35,1666.666667,0.021,0.525,50,0.0749,0.4522,37.4826,28.9803,38.1363,0.958,5.6595,82.88942946,80.727,1148.924
0,4000,0,0,35,1666.666667,0.021,0.525,55,0.0722,0.5425,30.4493,24.2989,30.2187,0.1646,3.0593,56.12774194,78.443,751.873
0,4000,0,0,35,1666.666667,0.021,0.525,60,0.0749,0.5645,26.3985,20.879,26.3563,0.1297,3.2818,46.76439327,75.877,509.473
0,4000,0,0,35,1666.666667,0.021,0.525,65,0.0692,0.59,27.4357,21.4781,27.5099,0.0775,3.428,46.50118644,75.834,502.972
0,4000,0,0,35,1666.666667,0.021,0.525,70,0.0723,0.566,23.0946,18.2163,23.5549,0.3042,3.8767,40.80318021,75.811,509.453
0,4000,0,0,35,1666.666667,0.021,0.525,75,0.0716,0.6238,25.6499,20.4827,25.9215,0.0724,3.2925,41.11878807,76.114,520.694
0,4000,0,0,35,1666.666667,0.021,0.525,80,0.0694,0.6081,27.0508,21.2257,27.2848,0.0953,3.4872,44.4841309,74.659,433.144
0,4000,0,0,35,1666.666667,0.021,0.525,85,0.0689,0.6225,24.4895,19.4282,25.1075,-0.0701,3.6971,39.34056225,74.472,419.744
0,4000,0,0,35,1666.666667,0.021,0.525,90,0.0699,0.6002,25.5012,19.8458,25.786,-0.0397,3.6607,42.48783739,75.726,495.835
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,0,0.1091,1.1213,13.7851,11.1629,14.7643,0.7557,7.0722,12.29385535,58.579,92.413
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,5,0.0924,0.8891,25.434,22.0949,29.1498,0.995,4.4407,28.60645597,68.287,201.673
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,10,0.0785,0.7744,25.6553,20.5887,27.6098,0.7639,4.6388,33.12926136,70.422,249.95
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,15,0.0622,0.8278,24.8925,19.2901,24.8823,0.3952,3.5472,30.07066924,68.892,212.736
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,20,0.0663,0.8429,22.2566,17.8683,22.7476,0.5479,3.706,26.40479298,68.925,217.296
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,25,0.0796,0.7787,18.3576,14.9008,19.2092,0.9144,4.9874,23.57467574,69.206,228.105
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,30,0.0855,0.8729,17.0265,13.8362,18.3134,0.8763,5.4385,19.50567075,68.279,208.416
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,35,0.0823,0.906,15.4736,12.1951,16.4086,1.1501,6.226,17.0790287,68.559,215.962
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,40,0.0934,0.8337,18.8011,14.0431,21.1504,2.2125,13.1341,22.55139739,72.323,312.84
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,45,0.0936,1.0002,13.1926,10.4898,13.9996,0.9922,5.7127,13.18996201,64.495,149.878
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,50,0.0894,1.0872,12.3541,9.2993,12.6149,0.8114,5.1995,11.36322664,68.296,208.518
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,55,0.0965,0.9725,14.5503,10.6113,14.313,1.4371,8.0801,14.96174807,68.707,212.754
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,60,0.0945,1.1607,11.115,8.4335,11.1417,0.6539,5.4509,9.57611786,65.819,167.028
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,65,0.0905,1.174,8.4885,6.7351,8.7218,0.4325,4.0216,7.230408859,62.074,125.027
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,70,0.0896,1.0934,9.1146,7.0794,9.349,0.9478,5.3524,8.336016097,67.132,191.975
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,75,0.0922,1.1093,8.7256,6.5719,8.8169,0.9858,5.931,7.865861354,67.235,193.863
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,80,0.0925,1.0464,9.119,7.139,9.4286,0.8987,4.6285,8.714640673,65.535,166.757
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,85,0.0914,0.9894,9.6879,7.6233,10.2243,1.2524,6.9531,9.791691935,68.578,222.36
138,487.5,0.283076923,7.076923077,80,1000,0.08,2,90,0.0902,0.9548,10.7763,8.5667,11.0256,0.697,4.0536,11.28644742,68.772,227.536
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,0,0.0984,1.0783,25.895,21.4298,28.2168,1.4851,5.2634,24.01465269,68.873,219.175
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,5,0.0797,0.7199,37.8496,31.5668,41.3949,1.1779,4.8681,52.57619114,72.616,314.772
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,10,0.0812,0.9726,27.1199,22.3875,30.9695,0.9184,5.5235,27.88391939,68.025,181.991
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,15,0.0802,0.8557,28.3986,22.7297,30.1603,0.8521,4.8711,33.18756574,68.789,198.505
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,20,0.0797,0.9832,22.0165,17.7375,22.7226,0.5815,4.0834,22.39269731,65.854,164.833
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,25,0.0811,0.8809,26.072,21.4825,26.5046,0.6295,3.0087,29.59700307,69.477,239.601
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,30,0.085,0.9856,21.2641,17.9463,22.7974,0.7598,3.8531,21.57477679,68.612,216.07
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,35,0.0913,0.9815,19.1926,15.2007,19.787,0.3288,3.7754,19.55435558,67.442,194.012
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,40,0.09,1.132,16.5801,13.5982,17.7483,0.8997,5.5725,14.64673145,64.476,148.723
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,45,0.0894,1.1562,18.5028,14.7253,18.5372,0.2336,3.5615,16.00311365,63.57,135.955
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,50,0.0959,1.0494,15.3914,12.482,15.5222,0.2194,2.8364,14.66685725,63.278,137.447
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,55,0.0921,1.156,13.9473,10.8976,14.1237,0.744,3.9759,12.06513841,64.212,147.519
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,60,0.0931,1.1146,12.5768,10.2875,13.1318,0.6668,4.186,11.28368922,64.342,148.47
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,65,0.0884,1.1384,13.3377,10.665,13.5697,0.8017,4.811,11.7161806,64.132,146.93
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,70,0.0877,1.074,12.4717,9.7302,13.0996,1.3835,6.8956,11.61238361,68.352,215.722
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,75,0.0863,1.1365,9.3667,7.2637,9.7487,1.1923,5.5481,8.241706995,68.201,213.132
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,80,0.081,1.0768,10.6404,8.3107,10.9532,1.0682,4.2989,9.881500743,71.043,284.291
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,85,0.0833,1.0492,9.9634,7.7878,10.332,1.1454,4.5724,9.496187571,70.413,265.301
138,433.3333333,0.318461538,7.961538462,80,888.8888889,0.09,2.25,90,0.0886,1.0432,9.8915,7.7969,10.2403,0.8746,4.2671,9.481882669,67.41,198.915
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,0,0.1184,0.6231,32.9569,25.3722,34.4902,0.9202,4.0176,52.89183117,76.792,570.219
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,5,0.08,0.6024,50.2788,41.1617,53.7641,1.079,5.1448,83.46414343,77.649,596.141
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,10,0.069,0.7633,38.8096,31.2668,39.9229,0.0801,3.0398,50.84449103,74.556,385.664
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,15,0.0726,0.747,32.3002,24.7672,31.9703,0.4255,3.4639,43.2398929,71.113,270.216
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,20,0.0857,0.7445,26.4557,20.6329,27.378,0.7441,4.0867,35.53485561,73.859,379.928
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,25,0.1025,0.8191,22.6843,17.8424,22.9584,0.9745,4.8065,27.69417654,70.129,251.888
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,30,0.1006,0.9249,20.3097,16.1128,20.0313,0.4042,2.8553,21.95880636,65.979,167.241
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,35,0.1056,1.0322,15.4804,12.4524,15.8248,1.1367,7.2571,14.99748111,64.801,148.369
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,40,0.1008,1.0678,14.8146,11.7531,14.8991,0.6287,3.5107,13.87394643,65.948,162.459
138,354.5454545,0.389230769,9.730769231,80,727.2727273,0.11,2.75,45,0.096,1.083,12.2825,9.9612,12.5107,0.7618,3.9239,11.3411819,66.343,152.06
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,50,0.0986,1.1446,9.5812,7.5071,9.7443,0.7722,5.2032,8.370784554,57.229,85.179
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,55,0.0978,1.2408,9.0529,6.8816,9.024,0.5974,4.1966,7.296018698,57.995,89.653
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,60,0.0943,1.3019,9.3879,6.8401,9.4965,1.2572,6.3445,7.210922498,57.343,86.131
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,65,0.0907,1.3305,7.9383,5.8507,7.9427,1.2768,6.3982,5.966403608,58.992,97.129
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,70,0.091,1.3761,7.4054,5.3969,7.4314,1.2984,6.5463,5.381440302,58.924,96.811
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,75,0.0934,1.3089,7.1208,5.2023,7.1386,1.302,6.3387,5.440293376,58.767,96.726
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,80,0.095,1.1996,7.6207,5.5772,8.1258,2.2353,14.5379,6.3527009,65.043,158.41
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,85,0.0931,1.1861,7.5402,5.6025,7.7808,1.1825,7.4377,6.357136835,62.236,126.165
,,0.389230769,9.730769231,80,727.2727273,0.11,2.75,90,0.099,1.077,8.3794,6.3236,8.3509,0.7335,4.6174,7.780315692,61.028,112.486
,,0.424615385,10.61538462,80,666.6666667,0.12,3,0,0.104,1.0544,15.456,12.4598,16.5791,0.7568,5.6221,14.6585736,61.848,118.914
,,0.424615385,10.61538462,80,666.6666667,0.12,3,5,0.087,0.626,50.0098,40.1731,49.817,0.063,2.6579,79.88785942,75.146,439.6
,,0.424615385,10.61538462,80,666.6666667,0.12,3,10,0.0773,0.5573,35.9085,29.9968,39.0624,0.6363,3.757,64.43298044,76.359,516.582
,,0.424615385,10.61538462,80,666.6666667,0.12,3,15,0.0802,0.8025,26.9657,20.5737,26.9756,0.5265,4.3047,33.60211838,72.526,318.316
,,0.424615385,10.61538462,80,666.6666667,0.12,3,20,0.0856,0.9607,23.7396,18.908,24.3162,0.8393,4.1086,24.71073176,64.304,145.163
,,0.424615385,10.61538462,80,666.6666667,0.12,3,25,0.0896,1.0062,21.8712,17.1419,22.7886,1.0332,6.4159,21.73643411,65.426,154.995
,,0.424615385,10.61538462,80,666.6666667,0.12,3,30,0.1012,1.0501,15.0615,11.5952,15.0051,0.8162,4.3976,14.34291972,64.855,151.501
,,0.424615385,10.61538462,80,666.6666667,0.12,3,35,0.103,0.9422,17.7646,13.9196,18.0191,0.8553,4.3761,18.85438336,67.787,189.413
,,0.424615385,10.61538462,80,666.6666667,0.12,3,40,0.0961,1.1938,15.0992,11.6856,15.1315,0.5295,3.9371,12.64801474,60.887,111.114
,,0.424615385,10.61538462,80,666.6666667,0.12,3,45,0.092,1.2207,13.8467,10.8181,13.8473,0.5102,3.4268,11.34324568,58.109,90.649
,,0.424615385,10.61538462,80,666.6666667,0.12,3,50,0.0942,1.2424,12.5966,9.6265,12.7829,1.0871,5.0266,10.13892466,62.101,121.346
,,0.424615385,10.61538462,80,666.6666667,0.12,3,55,0.0934,1.3541,10.6206,8.4322,10.5718,0.6364,3.9258,7.843290747,57.708,87.679
,,0.424615385,10.61538462,80,666.6666667,0.12,3,60,0.0886,1.3584,9.7255,7.4518,9.6253,0.7665,3.9066,7.159525913,58.336,91.376
,,0.424615385,10.61538462,80,666.6666667,0.12,3,65,0.0917,1.2434,9.9555,7.4197,9.6204,0.7358,3.9647,8.006675245,67.001,185.802
,,0.424615385,10.61538462,80,666.6666667,0.12,3,70,0.0819,1.6005,6.9108,4.9013,6.7392,1.4002,7.0694,4.317900656,59.326,98.448
,,0.424615385,10.61538462,80,666.6666667,0.12,3,75,0.0882,1.5177,7.1828,5.2717,7.1654,1.2408,6.6384,4.732687619,60.056,104.266
,,0.424615385,10.61538462,80,666.6666667,0.12,3,80,0.0885,1.4907,6.5662,4.6451,6.7709,1.5509,7.8385,4.40477628,62.031,123.518
,,0.424615385,10.61538462,80,666.6666667,0.12,3,85,0.0897,1.414,6.7698,4.9057,6.7954,1.305,6.3532,4.787694484,65.933,168.832
,,0.424615385,10.61538462,80,666.6666667,0.12,3,90,0.0898,1.3074,6.9843,5.0914,7.0733,1.3228,7.0684,5.342129417,67.488,193.063
,,0,0,35,2000,0.0175,0.4375,0,0.1352,0.605,34.8668,29.8754,37.1332,0.7967,3.4655,57.63107438,72.841,340.4
,,0,0,35,2000,0.0175,0.4375,5,0.0859,0.6067,31.5687,25.3964,31.886,0.4921,3.2583,52.0334597,72.966,350.524
,,0,0,35,2000,0.0175,0.4375,10,0.0722,0.5688,34.9613,29.8778,39.2302,1.1315,6.2553,61.46501406,77.447,567.065
,,0,0,35,2000,0.0175,0.4375,15,0.0705,0.6091,32.4601,25.1602,32.9427,0.3853,3.6934,53.29190609,76.353,481.04
,,0,0,35,2000,0.0175,0.4375,20,0.08,0.4728,36.5905,30.1307,38.1996,0.6763,3.3149,77.39107445,77.518,631.609
,,0,0,35,2000,0.0175,0.4375,25,0.0656,0.6178,33.6638,27.4981,34.512,0.5261,3.5459,54.48980253,74.479,405.383
,,0,0,35,2000,0.0175,0.4375,30,0.0614,0.6234,37.3211,29.814,37.2114,0.4474,3.1107,59.86701957,75.318,449.847
,,0,0,35,2000,0.0175,0.4375,35,0.0617,0.623,34.9295,28.1664,36.0371,0.6027,3.6875,56.06661316,76.39,478.731
,,0,0,35,2000,0.0175,0.4375,40,0.0593,0.7761,33.952,27.8842,34.7877,0.5124,3.1117,43.74693983,72.398,310.491
,,0,0,35,2000,0.0175,0.4375,45,0.0532,0.744,33.2658,26.7553,33.0112,0.3861,3.1602,44.71209677,72.338,310.547
,,0,0,35,2000,0.0175,0.4375,50,0.0545,0.782,34.7202,27.4343,34.1626,0.1819,2.9674,44.39923274,72.843,328.897
,,0,0,35,2000,0.0175,0.4375,55,0.0482,0.7789,28.9388,21.9714,28.0614,-0.0083,3.2692,37.15342149,73.693,381.875
,,0,0,35,2000,0.0175,0.4375,60,0.0547,0.773,31.3886,23.592,31.0503,0.7874,4.781,40.60620957,72.679,331.416
,,0,0,35,2000,0.0175,0.4375,65,0.0563,0.7711,27.0256,21.9194,27.2613,-0.1616,2.9069,35.04811309,75.336,391.897
,,0,0,35,2000,0.0175,0.4375,70,0.0552,0.7899,25.3823,20.0688,25.5757,-0.079,3.3054,32.13356121,70.656,268.863
,,0,0,35,2000,0.0175,0.4375,75,0.0558,0.7964,25.631,19.8791,25.3193,0.0946,3.3117,32.18357609,70.35,263.424
,,0,0,35,2000,0.0175,0.4375,80,0.0601,0.8309,21.8226,17.0227,22.5802,-0.1479,4.3487,26.26381033,68.956,225.672
,,0,0,35,2000,0.0175,0.4375,85,0.0586,0.8015,25.0042,19.1939,24.9129,0.0646,3.748,31.19675608,68.608,220.219
,,0,0,35,2000,0.0175,0.4375,90,0.0567,0.7684,24.6628,18.9317,24.7899,0.0622,3.7226,32.09630401,69.758,244.83
,,0.353846154,8.846153846,80,800,0.1,2.5,0,0.0992,1.1517,24.8417,20.2529,26.4611,1.2188,4.4825,21.56959278,57.873,83.153
,,0.353846154,8.846153846,80,800,0.1,2.5,5,0.0819,0.8922,34.6153,27.9789,36.7196,0.6878,3.9986,38.7976911,66.17,156.525
,,0.353846154,8.846153846,80,800,0.1,2.5,10,0.0862,0.8383,26.1314,20.4066,26.9813,-0.1974,3.9229,31.1718955,68.715,211.298
,,0.353846154,8.846153846,80,800,0.1,2.5,15,0.0854,0.7702,24.765,20.0791,25.1165,0.5792,3.1273,32.15398598,69.694,234.818
,,0.353846154,8.846153846,80,800,0.1,2.5,20,0.0964,0.8945,18.9982,15.5564,19.4541,0.3359,3.1714,21.23890442,67.922,196.45
,,0.353846154,8.846153846,80,800,0.1,2.5,25,0.0968,0.7141,20.7287,16.4978,21.5232,1.0385,4.8621,29.02772721,71.648,289.088
,,0.353846154,8.846153846,80,800,0.1,2.5,30,0.0987,0.7091,18.7324,15.3407,21.0481,1.1513,9.963,26.4171485,73.584,366.866
,,0.353846154,8.846153846,80,800,0.1,2.5,35,0.1031,0.8601,14.4553,11.6506,14.9675,0.371,3.8353,16.80653412,66.876,185.862
,,0.353846154,8.846153846,80,800,0.1,2.5,40,0.095,0.9325,18.8041,15.4131,20.0562,0.6614,4.2966,20.16525469,64.822,155.571
,,0.353846154,8.846153846,80,800,0.1,2.5,45,0.0979,1.0126,13.1002,10.4874,13.5563,0.7974,4.4185,12.93719139,62.641,129.794
,,0.353846154,8.846153846,80,800,0.1,2.5,50,0.1059,0.933,12.3123,9.9338,13.2063,1.2815,8.0017,13.19646302,63.523,140.53
,,0.353846154,8.846153846,80,800,0.1,2.5,55,0.1017,1.0417,10.4037,7.9918,11.2581,1.4189,8.8946,9.987232409,65.29,160.602
,,0.353846154,8.846153846,80,800,0.1,2.5,60,0.1059,0.9301,12.1309,9.5745,13.3628,1.6225,8.6287,13.04257607,67.144,189.141
,,0.353846154,8.846153846,80,800,0.1,2.5,65,0.0957,1.0309,12.2203,9.6654,13.5988,1.7708,9.3145,11.85401106,67.817,199.25
,,0.353846154,8.846153846,80,800,0.1,2.5,70,0.1023,1.0826,9.6006,7.449,11.0113,2.4338,13.9863,8.868095326,67.613,197.171
,,0.353846154,8.846153846,80,800,0.1,2.5,75,0.0949,1.1656,8.7618,6.6242,9.3231,1.6732,8.0372,7.51698696,66.125,173.718
,,0.353846154,8.846153846,80,800,0.1,2.5,80,0.0915,1.225,7.8483,6.1091,8.7647,1.9149,9.1762,6.40677551,63.022,132.198
,,0.353846154,8.846153846,80,800,0.1,2.5,85,0.1002,1.0929,8.1685,6.2654,8.8538,1.7031,8.4456,7.47415134,60.987,115.105
,,0.353846154,8.846153846,80,800,0.1,2.5,90,0.1036,0.9686,9.8007,6.8976,10.6209,2.5785,14.4568,10.11841834,64.635,152.922
